who_region,year,indicator_code,avg_value
Western Pacific,1990,htn_ctrl_crude,5.382142857142857
Western Pacific,1990,htn_ctrl_std,5.396551724137931
Western Pacific,1990,htn_tx_crude,20.110714285714288
Western Pacific,1990,htn_tx_std,20.977586206896554
Western Pacific,1991,diab_tx_crude,26.84349794827586
Western Pacific,1991,diab_tx_std,27.843138551724138
Western Pacific,1991,htn_ctrl_crude,5.4750000000000005
Western Pacific,1991,htn_ctrl_std,5.482758620689655
Western Pacific,1991,htn_tx_crude,20.476785714285715
Western Pacific,1991,htn_tx_std,21.36896551724138
Western Pacific,1992,diab_tx_crude,26.870482413793102
Western Pacific,1992,diab_tx_std,27.94091798275862
Western Pacific,1992,htn_ctrl_crude,5.603571428571429
Western Pacific,1992,htn_ctrl_std,5.612068965517241
Western Pacific,1992,htn_tx_crude,20.864285714285717
Western Pacific,1992,htn_tx_std,21.794827586206896
Western Pacific,1993,diab_tx_crude,26.92175401724138
Western Pacific,1993,diab_tx_std,28.05459601724138
Western Pacific,1993,htn_ctrl_crude,5.764285714285714
Western Pacific,1993,htn_ctrl_std,5.782758620689655
Western Pacific,1993,htn_tx_crude,21.294642857142858
Western Pacific,1993,htn_tx_std,22.25344827586207
Western Pacific,1994,diab_tx_crude,26.999962482758622
Western Pacific,1994,diab_tx_std,28.18410284482759
Western Pacific,1994,htn_ctrl_crude,5.980357142857143
Western Pacific,1994,htn_ctrl_std,6.0103448275862075
Western Pacific,1994,htn_tx_crude,21.760714285714283
Western Pacific,1994,htn_tx_std,22.7551724137931
Western Pacific,1995,diab_tx_crude,27.10088372413793
Western Pacific,1995,diab_tx_std,28.330198379310342
Western Pacific,1995,htn_ctrl_crude,6.248214285714285
Western Pacific,1995,htn_ctrl_std,6.26896551724138
Western Pacific,1995,htn_tx_crude,22.255357142857143
Western Pacific,1995,htn_tx_std,23.272413793103446
Western Pacific,1996,diab_tx_crude,27.23253374137931
Western Pacific,1996,diab_tx_std,28.496530879310345
Western Pacific,1996,htn_ctrl_crude,6.553571428571429
Western Pacific,1996,htn_ctrl_std,6.577586206896552
Western Pacific,1996,htn_tx_crude,22.771428571428572
Western Pacific,1996,htn_tx_std,23.810344827586206
Western Pacific,1997,diab_tx_crude,27.397927379310346
Western Pacific,1997,diab_tx_std,28.683096620689653
Western Pacific,1997,htn_ctrl_crude,6.892857142857143
Western Pacific,1997,htn_ctrl_std,6.925862068965517
Western Pacific,1997,htn_tx_crude,23.307142857142857
Western Pacific,1997,htn_tx_std,24.400000000000002
Western Pacific,1998,diab_tx_crude,27.585787706896554
Western Pacific,1998,diab_tx_std,28.88839103448276
Western Pacific,1998,htn_ctrl_crude,7.271428571428571
Western Pacific,1998,htn_ctrl_std,7.298275862068966
Western Pacific,1998,htn_tx_crude,23.889285714285712
Western Pacific,1998,htn_tx_std,25.00344827586207
Western Pacific,1999,diab_tx_crude,27.80324625862069
Western Pacific,1999,diab_tx_std,29.11595355172414
Western Pacific,1999,htn_ctrl_crude,7.667857142857143
Western Pacific,1999,htn_ctrl_std,7.720689655172414
Western Pacific,1999,htn_tx_crude,24.49285714285714
